,case,rmse,chi,privacy,real,uniform,uniform2,nclasses,uniform_original
7835,6mff_8_uniform,18.67353272278765,3.306338389923351,6,m,0,0,8,1
7836,6ftt_8_uniform,51.91916794402628,21.38023523884189,6,f,1,1,8,1
7837,6ttt_8_uniform,40.08790341237616,14.097863903653105,6,t,1,1,8,1
7838,6mtt_8_uniform,17.922053453775867,2.6656377462646565,6,m,1,1,8,1
7839,6tffNone_8_uniform,12.931276729947424,1.3099008165492672,6,t,0,0,8,1
7840,6fff_8_uniform,9.180615073894208,0.6648178727939613,6,f,0,0,8,1
7841,6mff_8_uniform,23.368031094005477,4.635084350997362,6,m,0,0,8,1
7842,6ftt_8_uniform,35.78044158475413,10.415789194389134,6,f,1,1,8,1
7843,6ttt_8_uniform,20.50755958177377,3.548789186421877,6,t,1,1,8,1
7844,6mtt_8_uniform,32.64843028385892,8.116516744245313,6,m,1,1,8,1
7845,6tffNone_8_uniform,11.108046987335472,0.9751070254799666,6,t,0,0,8,1
7846,6fff_8_uniform,11.286973782899215,1.0445052243033632,6,f,0,0,8,1
7847,6mff_8_uniform,13.464859266836106,1.4357029604887774,6,m,0,0,8,1
7848,6ftt_8_uniform,38.63055785256021,11.810511910995762,6,f,1,1,8,1
7849,6ttt_8_uniform,27.155846515989868,6.645454455055507,6,t,1,1,8,1
7850,6mtt_8_uniform,51.49135849829563,20.37526207170844,6,m,1,1,8,1
7851,6tffNone_8_uniform,21.192259531800822,3.789349203376124,6,t,0,0,8,1
7852,6fff_8_uniform,6.177909418296504,0.3085939412424313,6,f,0,0,8,1
7853,6mff_8_uniform,19.090708685317317,3.0870802399241115,6,m,0,0,8,1
7854,6ftt_8_uniform,25.4401257858525,5.048539083096867,6,f,1,1,8,1
7855,6ttt_8_uniform,30.103820355562878,7.759670861091699,6,t,1,1,8,1
7856,6mtt_8_uniform,55.960700495973114,22.72916225657846,6,m,1,1,8,1
7857,6tffNone_8_uniform,19.325307284561614,2.9923936323806237,6,t,0,0,8,1
7858,6fff_8_uniform,8.365506766584229,0.5419059269560974,6,f,0,0,8,1
7859,6mff_8_uniform,11.352996838437956,0.9969417110091382,6,m,0,0,8,1
7860,6ftt_8_exponential,513.0619455777247,8993.613658101383,6,f,1,1,8,0
7861,6ttt_8_exponential,415.3934038956335,6550.886797646865,6,t,1,1,8,0
7862,6mtt_8_exponential,486.71182438892936,6367.171617749665,6,m,1,1,8,0
7863,6tffNone_8_exponential,22.538831265838393,13.207622290637623,6,t,0,0,8,0
7864,6fff_8_exponential,229.28343674744784,170.74169251609322,6,f,0,0,8,0
7865,6mff_8_exponential,41.490844087220594,25.778974504309836,6,m,0,0,8,0
7866,6ftt_8_exponential,516.3870641292247,10559.49485750598,6,f,1,1,8,0
7867,6ttt_8_exponential,416.0080768446706,2338.0261848604714,6,t,1,1,8,0
7868,6mtt_8_exponential,452.0157519379164,4465.40739744643,6,m,1,1,8,0
7869,6tffNone_8_exponential,30.863158872390947,20.722645094151325,6,t,0,0,8,0
7870,6fff_8_exponential,193.63912496583492,127.3622077372283,6,f,0,0,8,0
7871,6mff_8_exponential,34.29134278781154,19.012422767190994,6,m,0,0,8,0
7872,6ftt_8_exponential,556.3756285100922,6751.234465132302,6,f,1,1,8,0
7873,6ttt_8_exponential,396.69514743692145,4107.782280781388,6,t,1,1,8,0
7874,6mtt_8_exponential,477.72912827249706,18807.438872938477,6,m,1,1,8,0
7875,6tffNone_8_exponential,30.417548545708367,22.644795069385346,6,t,0,0,8,0
7876,6fff_8_exponential,175.76975472438855,106.4417248644779,6,f,0,0,8,0
7877,6mff_8_exponential,35.96651355476003,23.104884001774884,6,m,0,0,8,0
7878,6ftt_8_exponential,509.5974097265408,7271.581782185077,6,f,1,1,8,0
7879,6ttt_8_exponential,407.71509660546184,6760.107511147957,6,t,1,1,8,0
7880,6mtt_8_exponential,462.1528751398179,7192.352491338366,6,m,1,1,8,0
7881,6tffNone_8_exponential,26.015572223876813,17.924583311076,6,t,0,0,8,0
7882,6fff_8_exponential,218.0848346325574,156.6146932871922,6,f,0,0,8,0
7883,6mff_8_exponential,34.880817911490176,22.285967003245837,6,m,0,0,8,0
7884,6ftt_8_exponential,548.2514021869895,25706.574916176414,6,f,1,1,8,0
7885,6ttt_8_exponential,402.2956127028993,6158.113010644014,6,t,1,1,8,0
7886,6mtt_8_exponential,472.8672540999218,6933.061555408148,6,m,1,1,8,0
7887,6tffNone_8_exponential,29.59282983612564,21.452837008634077,6,t,0,0,8,0
7888,6fff_8_exponential,200.92064395070346,136.11504207150378,6,f,0,0,8,0
7889,6mff_8_exponential,36.383680164185556,23.798444542788815,6,m,0,0,8,0
7890,6ftt_8_exponential,548.1156082433704,8206.815225768623,6,f,1,1,8,0
7891,6ttt_8_exponential,416.4615708561851,5376.087643425854,6,t,1,1,8,0
7892,6mtt_8_exponential,469.35249013934083,7790.520580362295,6,m,1,1,8,0
7893,6tffNone_8_exponential,33.845301614507314,22.460088659338393,6,t,0,0,8,0
7894,6fff_8_exponential,236.41013211925562,181.7577721816442,6,f,0,0,8,0
7895,6mff_8_exponential,28.1893398681279,16.428010039268848,6,m,0,0,8,0
7896,6ftt_8_exponential,529.9587153731883,7537.791899806534,6,f,1,1,8,0
7897,6ttt_8_exponential,409.649801659907,15356.716372508645,6,t,1,1,8,0
7898,6mtt_8_exponential,457.12326565161834,5937.824822533166,6,m,1,1,8,0
7899,6tffNone_8_exponential,25.043448537852733,17.181794779432728,6,t,0,0,8,0
7900,6fff_8_exponential,209.9481798625524,146.97491679482286,6,f,0,0,8,0
7901,6mff_8_exponential,44.26884636794541,26.67998106960986,6,m,0,0,8,0
7902,6ftt_8_exponential,550.9495802702822,13056.016252440242,6,f,1,1,8,0
7903,6ttt_8_exponential,420.49475620987374,4535.282360001828,6,t,1,1,8,0
7904,6mtt_8_exponential,446.13800555433517,5775.713755949377,6,m,1,1,8,0
7905,6tffNone_8_exponential,28.455653826245644,19.572842072482516,6,t,0,0,8,0
7906,6fff_8_exponential,223.47366492087292,164.36066718368116,6,f,0,0,8,0
7907,6mff_8_exponential,29.073675666405293,16.242293562700898,6,m,0,0,8,0
7908,6ftt_8_exponential,517.1087313128643,13296.54803111605,6,f,1,1,8,0
7909,6ttt_8_exponential,425.9383053917566,5840.372338311091,6,t,1,1,8,0
7910,6mtt_8_exponential,455.2473613322761,6985.958906216688,6,m,1,1,8,0
7911,6tffNone_8_exponential,22.58862484852146,16.870281048758912,6,t,0,0,8,0
7912,6fff_8_exponential,212.42227094886096,148.03156405155198,6,f,0,0,8,0
7913,6mff_8_exponential,44.35341599964951,27.14461419046502,6,m,0,0,8,0
7914,6ftt_8_exponential,538.4249622742243,13593.140097756885,6,f,1,1,8,0
7915,6ttt_8_exponential,411.4434104466871,14964.030974223275,6,t,1,1,8,0
7916,6mtt_8_exponential,460.1692732028074,5102.15648353911,6,m,1,1,8,0
7917,6tffNone_8_exponential,28.187088023274015,20.221122921999353,6,t,0,0,8,0
7918,6fff_8_exponential,250.37017024820983,196.56227978738795,6,f,0,0,8,0
7919,6mff_8_exponential,31.099713906607345,18.929199415153487,6,m,0,0,8,0
7920,7ftt_8_uniform,43.23321768167531,15.634206297595702,7,f,1,1,8,1
7921,7ttt_8_uniform,40.00972104098932,12.244271603087153,7,t,1,1,8,1
7922,7mtt_8_uniform,22.19484424615567,4.035992707614113,7,m,1,1,8,1
7923,7tffNone_8_uniform,13.916863447395226,1.5451298196752812,7,t,0,0,8,1
7924,7fff_8_uniform,4.172668161179732,0.14106453440139358,7,f,0,0,8,1
7925,7mff_8_uniform,15.091301519933596,1.659990826303538,7,m,0,0,8,1
7926,7ftt_8_uniform,28.512180632923364,6.634661043954907,7,f,1,1,8,1
7927,7ttt_8_uniform,34.7930388950944,9.699714649175256,7,t,1,1,8,1
7928,7mtt_8_uniform,26.953663943887147,5.972672067664509,7,m,1,1,8,1
7929,7tffNone_8_uniform,17.54636429575289,2.7453053339686755,7,t,0,0,8,1
7930,7fff_8_uniform,3.1542931606885958,0.08115047675481221,7,f,0,0,8,1
7931,7mff_8_uniform,12.06133627165031,1.1987953768380597,7,m,0,0,8,1
7932,7ftt_8_uniform,22.640916746260835,4.150514990673099,7,f,1,1,8,1
7933,7ttt_8_uniform,20.190756961210333,3.1977694647914223,7,t,1,1,8,1
7934,7mtt_8_uniform,32.248169629367304,8.925964001205275,7,m,1,1,8,1
7935,7tffNone_8_uniform,20.09069948801492,3.233055827909411,7,t,0,0,8,1
7936,7fff_8_uniform,5.049874048546465,0.21767774266482365,7,f,0,0,8,1
7937,7mff_8_uniform,21.37180131625665,3.6782844602568847,7,m,0,0,8,1
7938,7ftt_8_uniform,51.9775592603835,23.47113489517234,7,f,1,1,8,1
7939,7ttt_8_uniform,34.995237771254835,10.298788145338754,7,t,1,1,8,1
7940,7mtt_8_uniform,25.08208745521621,5.035092464646113,7,m,1,1,8,1
7941,7tffNone_8_uniform,14.837728323302848,1.7355633199847922,7,t,0,0,8,1
7942,7fff_8_uniform,4.666194557323314,0.1681543908936394,7,f,0,0,8,1
7943,7mff_8_uniform,13.611215863166295,1.4956491699206913,7,m,0,0,8,1
7944,7ftt_8_uniform,38.37171991048739,12.557813536262094,7,f,1,1,8,1
7945,7ttt_8_uniform,18.83259585576726,2.7601036495598246,7,t,1,1,8,1
7946,7mtt_8_uniform,38.14373401286834,12.006146053457783,7,m,1,1,8,1
7947,7tffNone_8_uniform,6.176836824031461,0.3119395122038221,7,t,0,0,8,1
7948,7fff_8_uniform,5.656830114359615,0.2612681505977614,7,f,0,0,8,1
7949,7mff_8_uniform,11.686597164527111,1.1155035185508089,7,m,0,0,8,1
7950,7ftt_8_uniform,41.156881428126894,14.249511701376381,7,f,1,1,8,1
7951,7ttt_8_uniform,31.344856037315004,7.441315321381125,7,t,1,1,8,1
7952,7mtt_8_uniform,19.567546828585527,2.993170930415385,7,m,1,1,8,1
7953,7tffNone_8_uniform,17.49498756422294,2.417215386593909,7,t,0,0,8,1
7954,7fff_8_uniform,5.814379064563119,0.27195719589859213,7,f,0,0,8,1
7955,7mff_8_uniform,15.187265111499778,1.925269525210436,7,m,0,0,8,1
7956,7ftt_8_uniform,24.926558794453403,4.900038972495805,7,f,1,1,8,1
7957,7ttt_8_uniform,36.874411483062666,11.92445845258327,7,t,1,1,8,1
7958,7mtt_8_uniform,24.71504265287303,4.745731348767792,7,m,1,1,8,1
7959,7tffNone_8_uniform,6.825412791489936,0.3824973382046088,7,t,0,0,8,1
7960,7fff_8_uniform,6.120630014347987,0.30591865610299995,7,f,0,0,8,1
7961,7mff_8_uniform,15.15108927644547,2.11054321144965,7,m,0,0,8,1
7962,7ftt_8_uniform,35.70947586659144,10.449850195662183,7,f,1,1,8,1
7963,7ttt_8_uniform,33.35915666400066,8.489911054509868,7,t,1,1,8,1
7964,7mtt_8_uniform,51.20872321522317,20.092982598133815,7,m,1,1,8,1
7965,7tffNone_8_uniform,15.4361913319348,1.9175254812934406,7,t,0,0,8,1
7966,7fff_8_uniform,8.30344291485148,0.6025721529744348,7,f,0,0,8,1
7967,7mff_8_uniform,13.68266536257504,1.5190014143484714,7,m,0,0,8,1
7968,7ftt_8_uniform,28.565713714171487,6.171556728492467,7,f,1,1,8,1
7969,7ttt_8_uniform,15.95305613354388,2.0819852173229196,7,t,1,1,8,1
7970,7mtt_8_uniform,22.49320885166115,4.387362476871585,7,m,1,1,8,1
7971,7tffNone_8_uniform,11.23265142586475,0.9753335497251936,7,t,0,0,8,1
7972,7fff_8_uniform,5.637528982986917,0.24846134946930243,7,f,0,0,8,1
7973,7mff_8_uniform,16.452883012403127,2.319170367329896,7,m,0,0,8,1
7974,7ftt_8_uniform,34.240976102390086,9.061263531100565,7,f,1,1,8,1
7975,7ttt_8_uniform,33.53687854023125,9.740046408522872,7,t,1,1,8,1
7976,7mtt_8_uniform,22.44870696598019,4.107804568738479,7,m,1,1,8,1
7977,7tffNone_8_uniform,15.812777860328993,2.0434682795970653,7,t,0,0,8,1
7978,7fff_8_uniform,5.482107447939874,0.2642788460538795,7,f,0,0,8,1
7979,7mff_8_uniform,10.531370490172662,0.8733101095008116,7,m,0,0,8,1
7980,7ftt_8_exponential,493.4596685084253,6480.961247170582,7,f,1,1,8,0
7981,7ttt_8_exponential,434.4427465155799,8055.118872654628,7,t,1,1,8,0
7982,7mtt_8_exponential,457.70520595199224,8860.781634591152,7,m,1,1,8,0
7983,7tffNone_8_exponential,18.812433373881706,10.821390654708358,7,t,0,0,8,0
7984,7fff_8_exponential,252.20533913841902,206.55122126374954,7,f,0,0,8,0
7985,7mff_8_exponential,17.77106616152385,8.710214925862484,7,m,0,0,8,0
7986,7ftt_8_exponential,529.9685525261546,18152.1690942679,7,f,1,1,8,0
7987,7ttt_8_exponential,440.6525464202688,7406.897244508027,7,t,1,1,8,0
7988,7mtt_8_exponential,463.7202820666785,17194.427320086834,7,m,1,1,8,0
7989,7tffNone_8_exponential,9.455110230440244,5.120131704530953,7,t,0,0,8,0
7990,7fff_8_exponential,229.8507684717191,171.1617158028773,7,f,0,0,8,0
7991,7mff_8_exponential,17.698328619936465,9.03610332857058,7,m,0,0,8,0
7992,7ftt_8_exponential,521.7849173749665,16183.264387550555,7,f,1,1,8,0
7993,7ttt_8_exponential,420.7674865977386,3928.139092181097,7,t,1,1,8,0
7994,7mtt_8_exponential,469.8035050245298,5020.238757127725,7,m,1,1,8,0
7995,7tffNone_8_exponential,16.654668925789704,10.384331507771435,7,t,0,0,8,0
7996,7fff_8_exponential,259.6679364929912,213.22726944583943,7,f,0,0,8,0
7997,7mff_8_exponential,10.930312442971827,5.119242409064224,7,m,0,0,8,0
7998,7ftt_8_exponential,535.3194788576681,9018.40808652832,7,f,1,1,8,0
7999,7ttt_8_exponential,412.2544386931723,3572.2606838752254,7,t,1,1,8,0
8000,7mtt_8_exponential,461.60492968675175,8469.553680077624,7,m,1,1,8,0
8001,7tffNone_8_exponential,21.778293797451685,12.635664856605583,7,t,0,0,8,0
8002,7fff_8_exponential,214.99575660841577,152.0788106217123,7,f,0,0,8,0
8003,7mff_8_exponential,19.022239154566606,10.0729348071409,7,m,0,0,8,0
8004,7ftt_8_exponential,541.9660710987571,10913.709028881822,7,f,1,1,8,0
8005,7ttt_8_exponential,417.34950714133055,8412.425528833197,7,t,1,1,8,0
8006,7mtt_8_exponential,478.0153995659786,9209.126690460796,7,m,1,1,8,0
8007,7tffNone_8_exponential,15.224454218451756,8.767858222298207,7,t,0,0,8,0
8008,7fff_8_exponential,254.31003611565356,206.01585724001424,7,f,0,0,8,0
8009,7mff_8_exponential,17.367756453576238,9.238970592874603,7,m,0,0,8,0
8010,7ftt_8_exponential,508.30754032923437,9789.641198333562,7,f,1,1,8,0
8011,7ttt_8_exponential,442.58464350524764,8672.180799575914,7,t,1,1,8,0
8012,7mtt_8_exponential,471.2768117925317,8996.369436499312,7,m,1,1,8,0
8013,7tffNone_8_exponential,8.500039880209561,4.551454630075154,7,t,0,0,8,0
8014,7fff_8_exponential,213.23400670250874,152.02227876177824,7,f,0,0,8,0
8015,7mff_8_exponential,14.89894545547194,7.898615731597605,7,m,0,0,8,0
8016,7ftt_8_exponential,523.6549436413264,11434.546781304973,7,f,1,1,8,0
8017,7ttt_8_exponential,418.94337989226653,9075.14659767134,7,t,1,1,8,0
8018,7mtt_8_exponential,460.0695599580568,10394.790240524822,7,m,1,1,8,0
8019,7tffNone_8_exponential,10.986045677926477,7.301842812525726,7,t,0,0,8,0
8020,7fff_8_exponential,152.39295494164818,87.44312173472974,7,f,0,0,8,0
8021,7mff_8_exponential,15.182255531858834,8.389408333511795,7,m,0,0,8,0
8022,7ftt_8_exponential,505.8943675423871,9328.859744790587,7,f,1,1,8,0
8023,7ttt_8_exponential,442.12573626364167,4613.657969236024,7,t,1,1,8,0
8024,7mtt_8_exponential,460.2236775018571,6963.065300380407,7,m,1,1,8,0
8025,7tffNone_8_exponential,11.380105307557693,6.898622964986813,7,t,0,0,8,0
8026,7fff_8_exponential,222.6577876640656,162.77245074602754,7,f,0,0,8,0
8027,7mff_8_exponential,13.675682439575986,7.613546227240209,7,m,0,0,8,0
8028,7ftt_8_exponential,505.80304686925615,6646.669623124167,7,f,1,1,8,0
8029,7ttt_8_exponential,434.34209507662945,5426.900750063143,7,t,1,1,8,0
8030,7mtt_8_exponential,450.0269127754719,6612.534367504311,7,m,1,1,8,0
8031,7tffNone_8_exponential,8.963313535277898,5.6503231828818485,7,t,0,0,8,0
8032,7fff_8_exponential,217.02707855247272,157.0696442115347,7,f,0,0,8,0
8033,7mff_8_exponential,15.826961014843308,9.2566508360011,7,m,0,0,8,0
8034,7ftt_8_exponential,525.2806657186028,10260.636756897753,7,f,1,1,8,0
8035,7ttt_8_exponential,437.1244419816606,5720.803632359488,7,t,1,1,8,0
8036,7mtt_8_exponential,456.81031803875294,5913.655475345446,7,m,1,1,8,0
8037,7tffNone_8_exponential,9.011857095423272,4.86444809012575,7,t,0,0,8,0
8038,7fff_8_exponential,203.51477948217845,135.71189951909548,7,f,0,0,8,0
8039,7mff_8_exponential,14.648377004070198,8.433005026726335,7,m,0,0,8,0
8040,8ftt_8_uniform,30.58077293773624,7.495866760096403,8,f,1,1,8,1
8041,8ttt_8_uniform,27.09168107876417,5.846039346135267,8,t,1,1,8,1
8042,8mtt_8_uniform,29.449368518228912,7.071007686751489,8,m,1,1,8,1
8043,8tffNone_8_uniform,8.945489702076578,0.5956343261417616,8,t,0,0,8,1
8044,8fff_8_uniform,5.017922327878633,0.20212007702454535,8,f,0,0,8,1
8045,8mff_8_uniform,8.867679773531588,0.6728846115672094,8,m,0,0,8,1
8046,8ftt_8_uniform,36.28458940888569,10.385516829802173,8,f,1,1,8,1
8047,8ttt_8_uniform,18.59339360402731,2.693613855448965,8,t,1,1,8,1
8048,8mtt_8_uniform,25.89854617304903,5.293405739118814,8,m,1,1,8,1
8049,8tffNone_8_uniform,4.590482187790156,0.17970654941996225,8,t,0,0,8,1
8050,8fff_8_uniform,4.939760896654988,0.1979399246045495,8,f,0,0,8,1
8051,8mff_8_uniform,9.266755912033712,0.6647375105168766,8,m,0,0,8,1
8052,8ftt_8_uniform,43.368379339451906,15.627845650741548,8,f,1,1,8,1
8053,8ttt_8_uniform,26.42200690673576,6.442159473982577,8,t,1,1,8,1
8054,8mtt_8_uniform,23.893471057669,4.6719833796647166,8,m,1,1,8,1
8055,8tffNone_8_uniform,11.08990371307745,1.0667082721960894,8,t,0,0,8,1
8056,8fff_8_uniform,3.476622054035517,0.10067356919229666,8,f,0,0,8,1
8057,8mff_8_uniform,6.608863096201587,0.3489789080794483,8,m,0,0,8,1
8058,8ftt_8_uniform,42.115487480430204,13.803847343373452,8,f,1,1,8,1
8059,8ttt_8_uniform,27.315989187765542,5.7963617476620435,8,t,1,1,8,1
8060,8mtt_8_uniform,31.055578880320923,7.710240692933615,8,m,1,1,8,1
8061,8tffNone_8_uniform,9.894241831453009,0.7575065971863443,8,t,0,0,8,1
8062,8fff_8_uniform,3.506702160231391,0.09932802713165707,8,f,0,0,8,1
8063,8mff_8_uniform,10.238377712714342,0.8289832308356556,8,m,0,0,8,1
8064,8ftt_8_uniform,40.114122913792414,14.22696103802908,8,f,1,1,8,1
8065,8ttt_8_uniform,28.170037635902524,6.305692801523371,8,t,1,1,8,1
8066,8mtt_8_uniform,25.16233012149024,5.275372043621601,8,m,1,1,8,1
8067,8tffNone_8_uniform,6.233241798882344,0.3223555821811767,8,t,0,0,8,1
8068,8fff_8_uniform,3.4319560213252815,0.08533803176979488,8,f,0,0,8,1
8069,8mff_8_uniform,10.590090726494143,0.9689426016093793,8,m,0,0,8,1
8070,8ftt_8_uniform,43.368379339451906,15.762630203795194,8,f,1,1,8,1
8071,8ttt_8_uniform,24.275628157660133,4.706291844010877,8,t,1,1,8,1
8072,8mtt_8_uniform,19.213090775376443,2.9415543069601124,8,m,1,1,8,1
8073,8tffNone_8_uniform,10.156329034616764,0.8837794356727109,8,t,0,0,8,1
8074,8fff_8_uniform,5.00858466352484,0.20209032363021706,8,f,0,0,8,1
8075,8mff_8_uniform,9.102508314516292,0.6626800525587656,8,m,0,0,8,1
8076,8ftt_8_uniform,14.635712542703603,1.7290288428346587,8,f,1,1,8,1
8077,8ttt_8_uniform,41.87103621203307,13.351638151517761,8,t,1,1,8,1
8078,8mtt_8_uniform,40.599085140994355,13.340860645184303,8,m,1,1,8,1
8079,8tffNone_8_uniform,6.199932501802094,0.31874360904440724,8,t,0,0,8,1
8080,8fff_8_uniform,4.222802435364846,0.14847210153192353,8,f,0,0,8,1
8081,8mff_8_uniform,11.673776258618526,1.1361949385990742,8,m,0,0,8,1
8082,8ftt_8_uniform,35.07659257879486,9.658747126588352,8,f,1,1,8,1
8083,8ttt_8_uniform,32.03442026372025,8.295615727526878,8,t,1,1,8,1
8084,8mtt_8_uniform,30.456392378853607,7.212262935179961,8,m,1,1,8,1
8085,8tffNone_8_uniform,9.275057553741876,0.7050804313230712,8,t,0,0,8,1
8086,8fff_8_uniform,2.9518524126485093,0.06766145527223384,8,f,0,0,8,1
8087,8mff_8_uniform,8.183019792977504,0.5496355875425226,8,m,0,0,8,1
8088,8ftt_8_uniform,24.829212551314694,5.031303535772009,8,f,1,1,8,1
8089,8ttt_8_uniform,20.077401246583886,3.1879480466002077,8,t,1,1,8,1
8090,8mtt_8_uniform,40.678932018971345,13.151904157538656,8,m,1,1,8,1
8091,8tffNone_8_uniform,7.264865580080733,0.40034673469625426,8,t,0,0,8,1
8092,8fff_8_uniform,4.50758337036324,0.15878681283224338,8,f,0,0,8,1
8093,8mff_8_uniform,5.16032973156525,0.2121180034498538,8,m,0,0,8,1
8094,8ftt_8_uniform,50.75109328268443,21.424629296348918,8,f,1,1,8,1
8095,8ttt_8_uniform,34.923239441111726,10.624955374819896,8,t,1,1,8,1
8096,8mtt_8_uniform,32.27180484192196,8.811995317944882,8,m,1,1,8,1
8097,8tffNone_8_uniform,8.888317380142963,0.6051102066853009,8,t,0,0,8,1
8098,8fff_8_uniform,4.409048509650344,0.15284463147609495,8,f,0,0,8,1
8099,8mff_8_uniform,4.537788161904139,0.16195185357533967,8,m,0,0,8,1
8100,8ftt_8_exponential,540.6523648258968,25043.283448935978,8,f,1,1,8,0
8101,8ttt_8_exponential,447.91562616553756,9856.61723899991,8,t,1,1,8,0
8102,8mtt_8_exponential,448.0675058469633,7098.462671150188,8,m,1,1,8,0
8103,8tffNone_8_exponential,3.8928232869821917,1.780733806373626,8,t,0,0,8,0
8104,8fff_8_exponential,207.8620798035999,146.65237605089465,8,f,0,0,8,0
8105,8mff_8_exponential,7.233103964752495,2.664133911130276,8,m,0,0,8,0
8106,8ftt_8_exponential,542.2011073543879,24323.56650293424,8,f,1,1,8,0
8107,8ttt_8_exponential,453.6425366082952,11566.277211837114,8,t,1,1,8,0
8108,8mtt_8_exponential,446.5224815511669,6686.03953752728,8,m,1,1,8,0
8109,8tffNone_8_exponential,4.853611465146471,2.1240764334273576,8,t,0,0,8,0
8110,8fff_8_exponential,208.9032168532409,146.11034903213505,8,f,0,0,8,0
8111,8mff_8_exponential,4.376691663324483,1.641763650374728,8,m,0,0,8,0
8112,8ftt_8_exponential,524.91367609059,11610.243321172717,8,f,1,1,8,0
8113,8ttt_8_exponential,463.78852499643375,7166.959201962678,8,t,1,1,8,0
8114,8mtt_8_exponential,465.8317555618078,8402.773486335664,8,m,1,1,8,0
8115,8tffNone_8_exponential,6.075634959839887,2.388782749618779,8,t,0,0,8,0
8116,8fff_8_exponential,197.886622965812,133.44846959430427,8,f,0,0,8,0
8117,8mff_8_exponential,5.401052168298313,2.0700064396427877,8,m,0,0,8,0
8118,8ftt_8_exponential,522.9992000618205,6606.367268815079,8,f,1,1,8,0
8119,8ttt_8_exponential,445.22903988754365,10498.836760056927,8,t,1,1,8,0
8120,8mtt_8_exponential,440.62455673736577,7664.8609953662735,8,m,1,1,8,0
8121,8tffNone_8_exponential,5.592999478598287,2.389558101892832,8,t,0,0,8,0
8122,8fff_8_exponential,245.42314967152825,197.80390007276057,8,f,0,0,8,0
8123,8mff_8_exponential,7.296443523118532,2.5922064974666648,8,m,0,0,8,0
8124,8ftt_8_exponential,557.5667252098373,28440.388951622226,8,f,1,1,8,0
8125,8ttt_8_exponential,447.44964372929115,6413.079432243261,8,t,1,1,8,0
8126,8mtt_8_exponential,446.45903896033695,8059.694834269247,8,m,1,1,8,0
8127,8tffNone_8_exponential,6.135381807201442,2.508558582067445,8,t,0,0,8,0
8128,8fff_8_exponential,209.42168349520867,146.6893618602868,8,f,0,0,8,0
8129,8mff_8_exponential,1.6335785520508328,0.802777147535051,8,m,0,0,8,0
8130,8ftt_8_exponential,520.3101116112352,8498.086333330006,8,f,1,1,8,0
8131,8ttt_8_exponential,449.0620156254048,5794.561270350454,8,t,1,1,8,0
8132,8mtt_8_exponential,452.9213564207816,5044.96550992618,8,m,1,1,8,0
8133,8tffNone_8_exponential,1.8523365577762583,0.8392985176614708,8,t,0,0,8,0
8134,8fff_8_exponential,197.14894582178226,134.20060458391526,8,f,0,0,8,0
8135,8mff_8_exponential,4.181750512964788,1.7686748512652313,8,m,0,0,8,0
8136,8ftt_8_exponential,529.2798341682222,9832.52381110134,8,f,1,1,8,0
8137,8ttt_8_exponential,450.9647255312434,4943.4505317553285,8,t,1,1,8,0
8138,8mtt_8_exponential,456.6729281064361,5784.666087848331,8,m,1,1,8,0
8139,8tffNone_8_exponential,4.758555976809662,2.1665937447923636,8,t,0,0,8,0
8140,8fff_8_exponential,221.67732161008053,165.86728432638242,8,f,0,0,8,0
8141,8mff_8_exponential,5.548208901336234,2.1679916208300076,8,m,0,0,8,0
8142,8ftt_8_exponential,508.83203595717583,8174.242732879793,8,f,1,1,8,0
8143,8ttt_8_exponential,448.108541880338,6675.331539400729,8,t,1,1,8,0
8144,8mtt_8_exponential,487.02868372972677,7064.60964325108,8,m,1,1,8,0
8145,8tffNone_8_exponential,7.193109202139322,2.767170452298039,8,t,0,0,8,0
8146,8fff_8_exponential,232.7151717374926,178.30965829950662,8,f,0,0,8,0
8147,8mff_8_exponential,4.704311791611616,1.9596995251942377,8,m,0,0,8,0
8148,8ftt_8_exponential,514.696978417238,5803.275922933814,8,f,1,1,8,0
8149,8ttt_8_exponential,455.4058517365787,5640.965749571658,8,t,1,1,8,0
8150,8mtt_8_exponential,484.00046382167005,11233.40963298713,8,m,1,1,8,0
8151,8tffNone_8_exponential,1.700278256183455,0.8351527128223905,8,t,0,0,8,0
8152,8fff_8_exponential,206.1601271067841,144.82915784079057,8,f,0,0,8,0
8153,8mff_8_exponential,8.708334541381864,3.1097965250429276,8,m,0,0,8,0
8154,8ftt_8_exponential,506.7898167557682,11251.252462125467,8,f,1,1,8,0
8155,8ttt_8_exponential,476.0170636625955,10281.781684714386,8,t,1,1,8,0
8156,8mtt_8_exponential,459.46179695067445,11507.491399451286,8,m,1,1,8,0
8157,8tffNone_8_exponential,2.9398186045940498,1.4253895468131654,8,t,0,0,8,0
8158,8fff_8_exponential,235.52865369509823,182.17686674082665,8,f,0,0,8,0
8159,8mff_8_exponential,4.495613962974988,1.935852473804922,8,m,0,0,8,0
8160,9ftt_8_uniform,31.368774282716245,8.422912659165362,9,f,1,1,8,1
8161,9ttt_8_uniform,29.664793948382652,6.950228598548921,9,t,1,1,8,1
8162,9mtt_8_uniform,31.240998703626616,7.6303043717400945,9,m,1,1,8,1
8163,9tffNone_8_uniform,2.3613549170420534e-12,4.3947095316756817e-26,9,t,0,0,8,1
8164,9fff_8_uniform,3.696762044980179e-12,1.040431496467747e-25,9,f,0,0,8,1
8165,9mff_8_uniform,4.520101850664589e-12,1.579974488643713e-25,9,m,0,0,8,1
